CustomerId,Age,Gender,isCustomerSuspended,CallDropRate,NumberOfComplaints,MonthlyBilledAmount - Rs,UnpaidBalance - Rs,NumberOfMonthUnpaid,TotalMinsUsedInLastMonth,TotalCallDuration,AvgCallDuration,PercentageCallOutsideNetwork,isChurned
365,54,Male,Yes,0.06,1,1920,6000,2,67,3604,720,0.54,No
366,70,Male,Yes,0,0,2160,1800,0,70,6902,766,0.76,No
367,32,Female,Yes,0.07,1,300,2250,5,267,5706,1141,0.21,No
368,48,Female,Yes,0.01,3,510,5550,3,270,4279,475,0.42,No
369,79,Male,Yes,0.07,0,2250,6000,0,467,5347,1069,0.88,No
370,27,Female,Yes,0.01,3,2460,1800,6,471,1485,495,0.09,No
371,57,Male,Yes,0.07,0,600,2250,3,168,5358,893,0.55,No
372,73,Male,Yes,0.01,3,840,5550,1,171,5220,745,0.76,No
373,35,Female,Yes,0.07,0,2580,6000,6,368,4447,741,0.21,No
374,51,Female,No,0.01,2,2790,1800,4,371,3341,556,0.42,No
375,13,Male,Yes,0,0,930,2250,1,68,10672,762,0.88,Yes
376,29,Female,Yes,0.02,2,1170,5550,7,72,3284,821,0.09,No
377,60,Male,Yes,0,3,2880,6000,4,269,4092,511,0.55,Yes
378,76,Male,Yes,0.02,2,3120,1800,2,272,2357,785,0.76,No
379,38,Female,Yes,0,3,1260,2250,0,469,5147,735,0.21,No
380,54,Female,Yes,0.02,2,1470,5550,5,472,3952,790,0.43,No
381,16,Male,Yes,0,3,3210,6000,3,169,2231,1115,0.88,No
382,32,Female,Yes,0.02,1,3450,1800,0,173,2350,587,0.09,No
383,63,Male,Yes,0.01,3,1590,2250,6,369,7323,915,0.55,No
384,78,Male,Yes,0.03,1,1800,5550,3,373,7271,1038,0.76,No
385,41,Female,Yes,0.01,2,3540,6000,1,70,3248,812,0.22,No
386,57,Female,Yes,0.03,1,3750,1800,6,73,2761,552,0.43,No
387,19,Male,Yes,0.01,2,1890,2250,4,270,4868,811,0.88,No
388,35,Female,Yes,0.03,0,2130,5550,1,273,2070,517,0.09,No
389,65,Male,Yes,0.01,2,3870,6000,7,470,6523,815,0.55,No
390,13,Male,Yes,0.03,0,480,1800,4,474,3924,981,0.76,No
391,44,Female,Yes,0.02,1,2220,2250,2,171,4245,606,0.22,No
392,59,Female,Yes,0.04,0,2460,5550,7,174,2410,803,0.43,No
393,22,Male,Yes,0.02,1,600,6000,5,371,4150,592,0.88,No
394,38,Female,Yes,0.04,0,810,1800,2,374,2100,1050,0.09,No
395,68,Male,Yes,0.02,1,2550,2250,0,71,1000,500,0.55,No
396,16,Male,Yes,0.04,3,2760,5550,6,75,2992,748,0.76,No
397,46,Female,Yes,0.02,1,900,6000,3,272,1924,962,0.22,No
398,62,Male,Yes,0.04,3,1140,1800,1,275,1838,459,0.43,No
399,25,Female,Yes,0.03,0,2880,2250,6,472,11,11,0.89,No
400,41,Female,Yes,0.05,3,3090,5550,4,475,2765,691,0.1,No
401,71,Male,Yes,0.03,0,1230,6000,1,172,2845,569,0.55,No
402,19,Male,Yes,0.05,3,1470,1800,7,176,2433,811,0.76,No
403,49,Female,Yes,0.03,0,3180,2250,4,373,3248,812,0.22,No
404,65,Male,Yes,0.05,2,3420,5550,2,376,2526,421,0.43,No
405,27,Female,Yes,0.03,0,1560,6000,7,73,5975,1195,0.89,No
406,43,Female,Yes,0.06,2,1770,1800,5,76,1920,640,0.1,No
407,74,Male,Yes,0.04,3,3510,2250,3,273,4812,601,0.55,No
408,22,Male,Yes,0.06,2,3750,5550,0,276,5291,755,0.76,No
409,52,Female,Yes,0.04,3,1890,6000,6,473,3535,883,0.22,Yes
410,68,Male,Yes,0.06,1,2100,1800,3,477,6650,831,0.43,No
411,30,Female,Yes,0.04,3,3840,2250,1,174,2617,872,0.89,No
412,46,Female,Yes,0.06,1,450,5550,6,177,2174,543,0.1,No
413,77,Male,Yes,0.04,2,2190,6000,4,374,1304,434,0.55,No
414,24,Male,Yes,0.07,1,2430,1800,1,377,6045,863,0.77,No
415,55,Female,Yes,0.05,2,570,2250,7,74,1947,973,0.22,No
416,71,Male,Yes,0.07,1,780,5550,4,78,4911,982,0.43,No
417,33,Female,Yes,0.05,2,2520,6000,2,275,887,443,0.89,No
418,49,Female,Yes,0.07,0,2760,1800,7,278,1355,451,0.1,No
419,79,Male,Yes,0.05,2,900,2220,5,475,3105,776,0.56,No
420,27,Male,No,0.07,0,1110,5520,2,478,7056,882,0.77,No
421,58,Female,Yes,0.06,1,2850,5970,0,175,1571,785,0.22,No
422,73,Male,Yes,0,0,3060,1770,5,179,3351,670,0.43,No
423,36,Female,Yes,0.06,1,1200,2220,3,376,4755,792,0.89,No
424,52,Female,Yes,0,0,1440,5520,1,379,1453,726,0.1,No
425,14,Male,Yes,0.06,1,3180,5970,6,76,2302,1151,0.56,No
426,30,Female,Yes,0,3,3390,1770,4,79,7083,708,0.77,No
427,60,Female,Yes,0.06,1,1530,2220,1,276,1816,908,0.22,No
428,76,Male,Yes,0,3,1770,5520,7,280,2051,683,0.44,No
429,39,Female,Yes,0.07,0,3480,5970,4,476,3469,693,0.89,Yes
430,55,Female,Yes,0.01,3,3720,1770,2,480,2916,729,0.1,No
431,17,Male,Yes,0.07,0,1860,2220,7,177,5256,876,0.56,No
432,33,Female,Yes,0.01,2,2070,5520,5,180,6318,1053,0.77,No
433,63,Male,Yes,0.07,0,3810,5970,2,377,5698,949,0.23,No
434,79,Male,Yes,0.01,2,450,1770,0,380,3045,507,0.44,No
435,41,Female,Yes,0.07,3,2190,2220,6,77,3774,754,0.89,Yes
436,57,Female,Yes,0.01,2,2400,5520,3,81,2210,552,0.1,No
437,20,Male,Yes,0,3,540,5970,1,278,1696,565,0.56,No
438,36,Female,Yes,0.02,2,780,1770,6,281,7621,692,0.77,Yes
439,66,Male,Yes,0,3,2490,2220,4,478,4720,944,0.23,No
440,14,Male,Yes,0.02,1,2730,5520,1,481,2716,388,0.44,No
441,44,Female,Yes,0,3,870,5970,7,178,3489,498,0.89,No
442,60,Female,Yes,0.02,1,1080,1770,4,182,1719,343,0.11,No
443,22,Male,Yes,0,2,2820,2220,2,379,1749,874,0.56,No
444,38,Female,Yes,0.02,1,3060,5520,7,382,2958,739,0.77,No
445,69,Male,Yes,0.01,2,1200,5970,5,79,3888,777,0.23,No
446,17,Male,Yes,0.03,1,1410,1770,2,82,726,363,0.44,No
447,47,Female,Yes,0.01,2,3150,2220,0,279,6192,884,0.9,No
448,63,Female,Yes,0.03,0,3360,5520,5,283,5296,756,0.11,No
449,25,Male,Yes,0.01,1,1500,5970,3,480,1362,681,0.56,Yes
450,41,Female,Yes,0.03,0,1740,1770,0,483,4893,699,0.77,No
451,72,Male,Yes,0.01,1,3480,2220,6,180,3728,621,0.23,No
452,19,Male,Yes,0.03,0,3690,5520,4,183,1457,485,0.44,Yes
453,50,Female,Yes,0.02,1,1830,5970,1,380,6322,632,0.9,No
454,66,Female,Yes,0.04,3,2070,1770,7,384,1542,308,0.11,No
455,28,Male,Yes,0.02,1,3810,2220,4,80,1099,549,0.56,No
456,44,Female,Yes,0.04,3,420,5520,2,84,4503,750,0.77,Yes
457,74,Male,Yes,0.02,0,2160,5970,7,281,2512,502,0.23,No
458,22,Male,Yes,0.04,3,2370,1770,5,284,1686,562,0.44,No
459,53,Female,Yes,0.02,0,510,2220,2,481,2359,786,0.9,No
460,68,Male,Yes,0.04,3,750,5520,0,484,4027,575,0.11,Yes
461,31,Female,Yes,0.03,0,2490,5970,5,181,3854,642,0.57,No
462,47,Female,Yes,0.05,2,2700,1770,3,185,3227,645,0.78,No
463,77,Male,Yes,0.03,0,840,2220,1,382,3262,652,0.23,No
464,25,Male,Yes,0.05,2,1080,5520,6,385,2415,483,0.44,No
465,55,Female,Yes,0.03,3,2790,5970,4,82,4394,732,0.9,No
466,71,Male,No,0.05,2,3030,1770,1,85,2983,745,0.11,No
467,34,Female,Yes,0.03,3,1170,2220,7,282,2375,791,0.57,No
468,50,Female,Yes,0.05,2,1380,5520,4,286,2958,591,0.78,No
469,12,Male,Yes,0.04,3,3120,5970,2,483,2760,552,0.23,No
470,28,Male,Yes,0.06,1,3360,1770,7,486,3047,609,0.44,No
471,58,Female,Yes,0.04,2,1500,2220,5,183,3752,938,0.9,No
472,74,Male,Yes,0.06,1,1710,5520,2,186,6969,696,0.11,No
473,36,Female,Yes,0.04,2,3450,5970,0,383,3945,657,0.57,No
474,52,Female,Yes,0.06,1,3660,1770,5,387,8201,820,0.78,No
475,15,Male,Yes,0.04,2,1800,2220,3,84,3335,833,0.23,No
476,31,Male,Yes,0.06,0,2040,5520,0,87,2543,635,0.45,Yes
477,61,Female,Yes,0.05,2,3780,5970,6,284,4005,400,0.9,No
478,77,Male,Yes,0.07,0,390,1770,3,287,4758,793,0.11,No
479,39,Female,Yes,0.05,1,2130,2220,1,484,2743,914,0.57,No
480,55,Female,Yes,0.07,0,2370,5520,7,487,4268,853,0.78,No
481,18,Male,Yes,0.05,1,510,5970,4,184,4674,779,0.24,No
482,33,Male,Yes,0.07,0,720,1770,2,188,5502,687,0.45,Yes
483,64,Female,Yes,0.05,1,2460,2220,7,385,5782,826,0.9,No
484,12,Male,Yes,0.07,3,2670,5520,5,388,1140,570,0.11,No
485,42,Female,Yes,0.06,1,810,5970,2,85,4692,586,0.57,No
486,58,Female,Yes,0,3,1050,1770,0,88,3388,847,0.78,No
487,20,Male,Yes,0.06,0,2790,2220,5,285,3563,593,0.24,No
488,36,Female,Yes,0,3,3000,5520,3,289,3556,711,0.45,No
489,67,Female,Yes,0.06,0,1140,5970,0,486,3166,1055,0.9,No
490,14,Male,Yes,0,2,1380,1770,6,489,942,314,0.12,Yes
491,45,Female,Yes,0.06,0,3090,2220,4,186,1925,481,0.57,No
492,61,Female,Yes,0,2,3330,5520,1,189,4317,1079,0.78,No
493,23,Male,Yes,0.07,3,1470,5970,7,386,8217,913,0.24,No
494,39,Female,Yes,0.01,2,1680,1770,4,390,2701,540,0.45,No
495,69,Male,Yes,0.07,3,3420,2220,2,87,4122,824,0.91,No
496,17,Male,Yes,0.01,2,3660,5520,7,90,2366,591,0.12,No
497,48,Female,Yes,0.07,3,1800,5970,5,287,3116,779,0.57,No
498,64,Female,Yes,0.01,1,2010,1770,2,290,1907,953,0.78,No
499,26,Male,Yes,0.07,3,3750,2220,0,487,8439,937,0.24,No
500,42,Female,Yes,0.02,1,360,5520,5,491,2051,683,0.45,No
501,72,Male,Yes,0,2,2100,5970,3,187,1337,668,0.91,No
502,20,Male,Yes,0.02,1,2340,1770,0,191,5054,722,0.12,No
503,50,Female,Yes,0,2,480,2220,6,388,1800,600,0.57,No
504,66,Female,Yes,0.02,1,690,5520,3,391,1520,506,0.78,No
505,29,Male,Yes,0,2,2430,5970,1,88,5548,792,0.24,No
506,45,Female,Yes,0.02,0,2670,1770,6,91,2865,477,0.45,No
507,75,Male,Yes,0,2,810,2220,4,288,3306,661,0.91,No
508,23,Male,Yes,0.03,0,1020,5520,1,292,3506,701,0.12,No
509,53,Female,Yes,0.01,1,2760,5970,7,489,3136,1045,0.58,No
510,69,Female,Yes,0.03,0,2970,1770,5,492,3487,697,0.79,No
511,32,Male,Yes,0.01,1,1110,2220,2,189,6756,844,0.24,No
512,47,Female,No,0.03,3,1350,5520,0,192,6609,826,0.45,No
513,78,Male,Yes,0.01,1,3090,5970,5,389,6489,721,0.91,No
514,26,Male,Yes,0.03,3,3300,1740,3,393,2601,650,0.12,No
515,56,Female,Yes,0.02,0,1440,2190,0,90,5136,733,0.58,No
516,72,Female,Yes,0.04,3,1680,5490,6,93,5753,821,0.79,No
517,34,Male,Yes,0.02,0,3390,5940,3,290,2979,744,0.24,No
518,50,Female,Yes,0.04,3,3630,1740,1,293,1454,363,0.45,No
519,13,Male,Yes,0.02,0,1770,2190,6,490,4465,744,0.91,No
520,28,Male,Yes,0.04,2,1980,5490,4,494,4222,603,0.12,Yes
521,59,Female,Yes,0.02,0,3720,5940,2,191,942,471,0.58,No
522,75,Male,Yes,0.04,2,360,1740,7,194,3225,1075,0.79,No
523,37,Female,Yes,0.03,3,2100,2190,5,391,4221,603,0.24,No
524,53,Female,Yes,0.05,2,2310,5490,2,394,5547,693,0.46,No
525,15,Male,Yes,0.03,3,450,5940,0,91,2135,711,0.91,No
526,31,Male,Yes,0.05,2,660,1740,5,94,6399,914,0.12,No
527,62,Female,Yes,0.03,3,2400,2190,3,291,3915,652,0.58,No
528,78,Male,Yes,0.05,1,2640,5490,0,295,3749,937,0.79,No
529,40,Female,Yes,0.03,3,780,5940,6,492,3170,634,0.25,No
530,56,Female,Yes,0.05,1,990,1740,3,495,8432,843,0.46,No
531,18,Male,Yes,0.04,2,2730,2190,1,192,3829,638,0.91,No
532,34,Male,Yes,0.06,1,2970,5490,6,195,4562,760,0.12,Yes
533,64,Female,Yes,0.04,2,1110,5940,4,392,2316,772,0.58,No
534,12,Male,Yes,0.06,0,1320,1740,1,396,2717,543,0.79,No
535,43,Female,Yes,0.04,2,3060,2190,7,93,3442,688,0.25,No
536,59,Female,Yes,0.06,0,3270,5490,4,96,4651,664,0.46,No
537,21,Male,Yes,0.04,1,1410,5940,2,293,5091,1018,0.91,No
538,37,Male,Yes,0.06,0,1650,1740,0,296,2913,971,0.13,No
539,67,Female,Yes,0.05,1,3390,2190,5,493,2618,872,0.58,No
540,15,Male,Yes,0.07,0,3600,5490,3,497,3674,918,0.79,No
541,45,Female,Yes,0.05,1,1740,5940,0,194,5952,850,0.25,No
542,61,Female,Yes,0.07,3,1980,1740,6,197,1923,641,0.46,No
543,24,Male,Yes,0.05,1,3690,2190,3,394,2571,857,0.92,No
544,40,Male,Yes,0.07,3,330,5490,1,397,2107,351,0.13,No
545,70,Female,Yes,0.05,0,2070,5940,6,94,4475,745,0.58,No
546,18,Male,Yes,0.07,3,2280,1740,4,98,680,680,0.79,No
547,48,Female,Yes,0.06,0,420,2190,1,295,3736,747,0.25,No
548,64,Female,Yes,0,3,660,5490,7,298,1745,436,0.46,No
549,27,Male,Yes,0.06,0,2400,5940,5,495,1409,352,0.92,No
550,42,Female,Yes,0,2,2610,1740,2,498,2325,775,0.13,No
551,73,Female,Yes,0.06,3,750,2190,0,195,2603,650,0.58,No
552,21,Male,Yes,0,2,990,5490,5,198,1722,574,0.79,No
553,51,Female,Yes,0.06,3,2700,5940,3,395,6404,1067,0.25,No
554,67,Female,Yes,0,2,2940,1740,0,399,2682,536,0.46,No
555,29,Male,Yes,0.07,3,1080,2190,6,96,3049,609,0.92,No
556,45,Female,Yes,0.01,1,1290,5490,3,99,3270,654,0.13,No
557,76,Male,Yes,0.07,3,3030,5940,1,296,2117,529,0.59,Yes
558,23,Male,No,0.01,1,3270,1740,6,299,1857,309,0.8,Yes
559,54,Female,Yes,0.07,2,1410,2190,4,496,2422,484,0.25,No
560,70,Female,Yes,0.01,1,1620,5490,1,0,1980,495,0.46,No
561,32,Male,Yes,0.07,2,3360,5940,7,197,4565,570,0.92,No
562,48,Female,Yes,0.01,1,3570,1740,4,200,4465,637,0.13,No
563,78,Male,Yes,0,2,1710,2190,2,397,4217,702,0.59,No
564,26,Male,Yes,0.02,0,1950,5490,7,400,1996,665,0.8,No
565,57,Female,Yes,0,2,3690,5940,5,97,5070,633,0.25,No
566,73,Female,Yes,0.02,0,300,1740,3,101,5275,1318,0.46,No
567,35,Male,Yes,0,1,2040,2190,0,298,2691,672,0.92,No
568,51,Female,Yes,0.02,0,2280,5490,6,301,2920,730,0.13,No
569,13,Male,Yes,0,1,420,5940,3,498,5422,903,0.59,No
570,29,Male,Yes,0.02,0,630,1740,1,1,4146,691,0.8,No
571,59,Female,Yes,0.01,1,2370,2190,6,198,3111,777,0.25,No
572,75,Female,Yes,0.03,3,2580,5490,4,202,4886,698,0.47,No
573,38,Male,Yes,0.01,0,720,5940,1,398,2999,499,0.92,No
574,54,Female,Yes,0.03,3,960,1740,7,402,4966,827,0.13,No
575,16,Male,Yes,0.01,0,2700,2190,4,99,5282,880,0.59,No
576,32,Male,Yes,0.03,3,2910,5490,2,102,2056,1028,0.8,No
577,62,Female,Yes,0.01,0,1050,5940,0,299,2004,668,0.26,No
578,78,Female,Yes,0.03,2,1290,1740,5,302,3276,655,0.47,No
579,41,Male,Yes,0.02,0,3000,2190,3,499,5990,665,0.92,No
580,56,Female,Yes,0.04,2,3240,5490,0,3,6370,796,0.13,No
581,19,Male,Yes,0.02,3,1380,5940,6,200,3410,426,0.59,No
582,35,Male,Yes,0.04,2,1590,1740,3,203,6079,552,0.8,No
583,65,Female,Yes,0.02,3,3330,2190,1,400,4836,806,0.26,No
584,13,Male,Yes,0.04,2,3570,5490,6,403,2167,722,0.47,No
585,43,Female,Yes,0.02,3,1710,5940,4,100,3619,904,0.92,No
586,59,Female,Yes,0.04,1,1920,1740,1,104,6710,1118,0.14,No
587,22,Male,Yes,0.03,3,3660,2190,7,301,3884,971,0.59,No
588,37,Male,Yes,0.05,1,3870,5490,4,304,3271,654,0.8,Yes
589,68,Female,Yes,0.03,2,2010,5940,2,1,4173,695,0.26,No
590,16,Male,Yes,0.05,1,2250,1740,7,4,3275,818,0.47,No
591,46,Female,Yes,0.03,2,390,2190,5,201,6104,872,0.93,No
592,62,Female,Yes,0.05,0,600,5490,2,205,2936,587,0.14,No
593,24,Male,Yes,0.03,2,2340,5940,0,402,1577,525,0.59,No
594,40,Male,Yes,0.06,0,2580,1740,6,405,3435,687,0.8,No
595,71,Female,Yes,0.04,1,720,2190,3,102,4956,826,0.26,No
596,19,Male,Yes,0.06,0,930,5490,1,105,1930,386,0.47,Yes
597,49,Female,Yes,0.04,1,2670,5940,6,302,2057,342,0.93,No
598,65,Female,Yes,0.06,0,2880,1740,4,305,3866,966,0.14,No
599,27,Male,Yes,0.04,1,1020,2190,1,2,3685,614,0.59,No
600,43,Male,Yes,0.06,3,1260,5490,7,6,3011,752,0.8,No
601,73,Female,Yes,0.04,1,3000,5940,4,203,4664,518,0.26,No
602,21,Male,Yes,0.07,3,3210,1740,2,206,1948,974,0.47,No
603,52,Female,Yes,0.05,0,1350,2190,7,403,3039,759,0.93,No
604,68,Female,No,0.07,3,1590,5490,5,406,3571,892,0.14,No
605,30,Male,Yes,0.05,0,3300,5940,3,103,5472,547,0.6,No
606,46,Male,Yes,0.07,3,3540,1740,0,107,3706,529,0.81,No
607,76,Female,Yes,0.05,0,1680,2190,6,304,4451,890,0.26,No
608,24,Male,Yes,0.07,2,1890,5490,3,307,2514,628,0.47,Yes
609,54,Female,Yes,0.06,0,3630,5910,1,4,3362,672,0.93,No
610,70,Female,Yes,0,2,3870,1710,6,7,3255,651,0.14,No
611,33,Male,Yes,0.06,3,2010,2160,4,204,4451,741,0.6,No
612,49,Female,Yes,0,2,2220,5460,1,208,3506,584,0.81,No
613,79,Female,Yes,0.06,3,360,5910,7,405,2971,742,0.26,No
614,27,Male,Yes,0,1,570,1710,4,408,5315,759,0.47,No
615,57,Female,Yes,0.06,3,2310,2160,2,105,1176,392,0.93,No
616,73,Female,Yes,0,1,2550,5460,7,108,5752,1150,0.14,No
617,36,Male,Yes,0.07,2,690,5910,5,305,1292,646,0.6,No
618,51,Female,Yes,0.01,1,900,1710,2,309,3146,524,0.81,No
619,14,Male,Yes,0.07,2,2640,2160,0,5,4159,831,0.26,Yes
620,30,Male,Yes,0.01,1,2880,5460,5,9,929,464,0.48,No
621,60,Female,Yes,0.07,2,1020,5910,3,206,479,479,0.93,No
622,76,Female,Yes,0.01,0,1230,1710,1,209,7344,816,0.14,No
623,38,Male,Yes,0.07,2,2970,2160,6,406,6733,841,0.6,No
624,54,Female,Yes,0.01,0,3180,5460,4,409,2889,577,0.81,No
625,17,Male,Yes,0,1,1320,5910,1,106,4193,698,0.27,No
626,32,Male,Yes,0.02,0,1560,1710,7,110,2809,936,0.48,Yes
627,63,Female,Yes,0,1,3300,2160,4,307,7764,776,0.93,No
628,79,Female,Yes,0.02,0,3510,5460,2,310,5094,727,0.14,No
629,41,Male,Yes,0,1,1650,5910,7,7,6557,819,0.6,No
630,57,Female,Yes,0.02,3,1890,1710,5,10,936,468,0.81,No
631,19,Male,Yes,0,1,3600,2160,2,207,6074,759,0.27,No
632,35,Male,Yes,0.02,3,3840,5460,0,211,3752,750,0.48,No
633,66,Female,Yes,0.01,0,1980,5910,6,408,6121,680,0.93,No
634,14,Female,Yes,0.03,3,2190,1710,3,411,444,444,0.15,Yes
635,44,Male,Yes,0.01,0,330,2160,1,108,1833,611,0.6,No
636,60,Female,Yes,0.03,2,570,5460,6,111,1690,563,0.81,No
637,22,Male,Yes,0.01,0,2310,5910,4,308,3257,814,0.27,Yes
638,38,Male,Yes,0.03,2,2520,1710,1,312,4932,704,0.48,Yes
639,68,Female,Yes,0.01,3,660,2160,7,9,556,278,0.94,No
640,16,Female,Yes,0.03,2,870,5460,4,12,4970,828,0.15,No
641,47,Male,Yes,0.02,3,2610,5910,2,209,3760,940,0.6,No
642,63,Female,Yes,0.04,2,2850,1710,7,212,5606,700,0.81,No
643,25,Male,Yes,0.02,3,990,2160,5,409,5652,807,0.27,No
644,41,Male,Yes,0.04,1,1200,5460,2,412,3309,827,0.48,No
645,71,Female,Yes,0.02,3,2940,5910,0,109,7989,998,0.94,Yes
646,19,Male,Yes,0.04,1,3180,1710,5,113,2272,757,0.15,No
647,50,Female,Yes,0.02,2,1320,2160,3,310,7419,1059,0.6,No
648,65,Female,Yes,0.04,1,1530,5460,0,313,1971,985,0.82,No
649,28,Male,Yes,0.03,2,3270,5910,6,10,6928,866,0.27,No
650,44,Male,Yes,0.05,1,3480,1710,3,13,4150,830,0.48,No
651,74,Female,Yes,0.03,2,1620,2160,1,210,5088,848,0.94,No
652,22,Male,Yes,0.05,0,1860,5460,7,214,4034,806,0.15,No
653,52,Female,No,0.03,1,3600,5910,4,411,2706,902,0.61,No
654,68,Female,Yes,0.05,0,3810,1710,2,414,4294,858,0.82,No
655,31,Male,Yes,0.03,1,1950,2160,7,111,3637,606,0.27,Yes
656,46,Male,Yes,0.05,0,2190,5460,5,114,4402,628,0.48,No
657,77,Female,Yes,0.04,1,300,5910,2,311,5819,969,0.94,No
658,25,Male,Yes,0.06,3,540,1710,0,315,3013,376,0.15,No
659,55,Female,Yes,0.04,1,2280,2160,5,12,3547,591,0.61,No
660,71,Female,Yes,0.06,3,2490,5460,3,15,4059,811,0.82,No
661,33,Male,Yes,0.04,0,630,5910,0,212,6150,683,0.27,No
662,49,Male,Yes,0.06,3,870,1710,6,215,3896,974,0.48,No
663,12,Female,Yes,0.04,0,2610,2160,4,412,4985,997,0.94,No
664,28,Male,Yes,0.06,3,2820,5460,1,416,2625,656,0.15,No
665,58,Female,Yes,0.05,0,960,5910,7,113,4380,730,0.61,No
666,74,Female,Yes,0.07,2,1200,1710,4,116,2132,426,0.82,No
667,36,Male,Yes,0.05,0,2910,2160,2,313,1899,949,0.28,No
668,52,Male,Yes,0.07,2,3150,5460,7,316,1205,602,0.49,No
669,14,Female,Yes,0.05,3,1290,5910,5,13,4152,519,0.94,No
670,30,Male,Yes,0.07,2,1500,1710,2,16,635,317,0.15,No
671,61,Female,Yes,0.05,3,3240,2160,0,213,987,329,0.61,No
672,77,Female,Yes,0.07,2,3480,5460,5,217,369,369,0.82,No
673,39,Male,Yes,0.06,3,1620,5910,3,414,419,209,0.28,Yes
674,55,Female,Yes,0,1,1830,1710,0,417,3887,971,0.49,No
675,17,Female,Yes,0.06,2,3570,2160,6,114,3252,650,0.94,Yes
676,33,Male,Yes,0,1,3780,5460,3,117,3642,520,0.15,No
677,63,Female,Yes,0.06,2,1920,5910,1,314,4899,699,0.61,No
678,79,Female,Yes,0,1,2160,1710,6,318,2110,703,0.82,No
679,42,Male,Yes,0.06,2,300,2160,4,15,3567,713,0.28,No
680,58,Female,Yes,0,0,510,5460,2,18,2213,1106,0.49,No
681,20,Male,Yes,0.07,2,2250,5910,7,215,2434,811,0.94,No
682,36,Male,Yes,0.01,0,2490,1710,5,218,6538,934,0.16,Yes
683,66,Female,Yes,0.07,1,630,2160,2,415,1882,627,0.61,No
684,14,Female,Yes,0.01,0,840,5460,0,419,2297,765,0.82,Yes
685,45,Male,Yes,0.07,1,2580,5910,5,116,2365,788,0.28,No
686,60,Female,Yes,0.01,0,2790,1710,3,119,4723,674,0.49,No
687,23,Male,Yes,0.07,1,930,2160,0,316,3608,721,0.95,No
688,39,Male,Yes,0.02,3,1170,5460,6,319,4092,1023,0.16,No
689,69,Female,Yes,0,1,2910,5910,3,16,5666,944,0.61,No
690,17,Female,Yes,0.02,3,3120,1710,1,20,3333,666,0.82,No
691,47,Male,Yes,0,0,1260,2160,7,216,4257,851,0.28,No
692,63,Female,Yes,0.02,3,1500,5460,4,220,2871,574,0.49,No
693,26,Male,Yes,0,0,3210,5910,2,417,2786,557,0.95,No
694,41,Male,Yes,0.02,2,3450,1710,7,420,6067,866,0.16,No
695,72,Female,Yes,0,0,1590,2160,5,117,2575,643,0.61,No
696,20,Female,Yes,0.03,2,1800,5460,2,120,4860,810,0.83,No
697,50,Male,Yes,0.01,3,3540,5910,0,317,3120,390,0.28,No
698,66,Female,Yes,0.03,2,3780,1710,5,321,5326,760,0.49,No
699,28,Male,No,0.01,3,1920,2160,3,18,5342,763,0.95,No
700,44,Male,Yes,0.03,2,2130,5460,0,21,4937,705,0.16,No
701,75,Female,Yes,0.01,3,3870,5910,6,218,1141,1141,0.62,No
702,23,Female,Yes,0.03,1,480,1710,3,221,3677,1225,0.83,No
703,53,Male,Yes,0.02,3,2220,2160,1,418,5855,731,0.28,No
704,69,Female,Yes,0.04,1,2460,5460,6,422,4371,624,0.49,No
705,31,Male,Yes,0.02,2,600,5880,4,119,2868,956,0.95,No
706,47,Male,Yes,0.04,1,810,1680,1,122,3393,565,0.16,No
707,77,Female,Yes,0.02,2,2550,2130,7,319,4371,874,0.62,No
708,25,Male,Yes,0.04,1,2790,5430,5,322,2360,590,0.83,No
709,56,Female,Yes,0.02,2,930,5880,2,19,6415,916,0.28,No
710,72,Female,Yes,0.04,0,1140,1680,0,23,3542,590,0.49,No
711,34,Male,Yes,0.03,2,2880,2130,5,220,3551,887,0.95,No
712,50,Male,Yes,0.05,0,3090,5430,3,223,367,367,0.16,No
713,12,Female,Yes,0.03,1,1230,5880,0,420,3021,755,0.62,No
714,28,Male,Yes,0.05,0,1470,1680,6,423,4467,638,0.83,No
715,59,Female,Yes,0.03,1,3210,2130,3,120,3619,904,0.29,No
716,74,Female,Yes,0.05,3,3420,5430,1,123,6489,721,0.5,No
717,37,Male,Yes,0.03,1,1560,5880,6,320,3802,760,0.95,No
718,53,Male,Yes,0.05,3,1800,1680,4,324,2050,292,0.16,No
719,15,Female,Yes,0.04,0,3510,2130,2,21,4825,804,0.62,No
720,31,Male,Yes,0.06,3,3750,5430,7,24,2406,401,0.83,No
721,61,Female,Yes,0.04,0,1890,5880,5,221,7760,776,0.29,No
722,77,Female,Yes,0.06,3,2100,1680,2,224,5619,936,0.5,No
723,40,Male,Yes,0.04,0,3840,2130,0,421,1784,892,0.95,No
724,55,Male,Yes,0.06,2,480,5430,5,425,7941,661,0.16,No
725,18,Female,Yes,0.04,0,2220,5880,3,122,2946,982,0.62,No
726,34,Male,Yes,0.06,2,2430,1680,0,125,4486,498,0.83,No
727,64,Female,Yes,0.05,3,570,2130,6,322,4054,675,0.29,No
728,12,Female,Yes,0.07,2,780,5430,3,325,3030,505,0.5,No
729,42,Male,Yes,0.05,3,2520,5880,1,22,2060,515,0.95,No
730,58,Male,Yes,0.07,2,2760,1680,6,26,6018,1203,0.17,No
731,21,Female,Yes,0.05,3,900,2130,4,223,1752,584,0.62,No
